Stock Code,Tahun,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agu,Sep,Okt,Nov,Des
CTTH,2020,-10,-19.05,1.96,-3.85,0,0,0,0,0,0,4,5.77
CTTH,2021,-9.09,6,18.87,12.7,-11.27,-15.87,-5.66,0,0,0,0,0
CTTH,2022,0,0,0,0,0,0,0,0,0,0,0,0
CTTH,2023,0,0,0,0,0,0,0,0,0,0,-10,-73.33
CUAN,2023,,,270.45,22.7,-12.5,-3.43,105.92,30.46,25.99,88.81,63.43,52.12
CYBR,2023,,,,,,,,100,18,-19.07,9.95,4.76
DADA,2020,,9.8,253.57,-30.81,-37.23,-37.79,-27.1,-8.97,-16.9,-15.25,18,-11.86
DADA,2021,-3.85,0,0,0,0,0,0,0,0,0,0,0
DADA,2022,0,0,0,0,0,0,0,0,0,0,0,0
DADA,2023,0,0,0,0,0,0,0,0,0,0,-10,-80
DART,2019,28.1,-4.52,-1.35,6.85,19.23,-11.29,3.64,0,0.58,5.81,-9.34,-5.45
DART,2020,-6.41,-17.12,27.27,-14.94,11.45,-4.11,-22.86,7.41,2.59,-5.04,6.19,-6.67
DART,2021,-10.71,3,1.94,1.9,-1.87,-0.95,1.92,-0.94,1.9,13.08,15.7,11.43
DART,2022,-21.79,-6.56,07.02,-7.38,-4.42,0,-1.85,-0.94,-6.67,-6.12,0,-6.52
DART,2023,-2.91,-1.2,-15.15,-12.86,1.64,1.61,17.46,1.35,-7.33,-5.76,14.5,-14.67
DAYA,2019,0,0,8.57,-3.51,2.73,3.54,2.56,-1.67,-2.54,-2.61,6.25,26.05
DAYA,2020,-12.67,6.87,40,53.06,-6.67,7.14,-5,-17.54,22.34,-1.74,-20,-13.72
DAYA,2021,-5.13,-6.49,-20.23,-5.8,-6.92,0,2.48,0.81,4.8,-4.58,16,4.83
DAYA,2022,-5.26,-1.39,-23.94,5.56,-0.88,0.88,-1.75,08.04,-2.48,4.24,-5.69,-8.62
DAYA,2023,-5.66,3,-11.65,3.3,7.45,-5.45,5.76,16.83,11.02,6.87,0.71,2.13
DCII,2021,1602.38,70.98,-13.91,08.08,20.88,329.09,0,-14.07,-9.66,03.06,-6.78,-0.06
DCII,2022,-0.28,1.94,-3.13,-9.93,-10.45,5.23,-2.04,5.56,-3.29,0.2,-1.15,1.17
DCII,2023,2.51,0.4,0,0.26,-5.26,3.54,-4.9,-3.24,1.17,-0.58,23.12,1.24
DEAL,2019,37.74,17.12,50.29,-9.73,-34.91,19.87,34.81,25,2.3,23.4,-81.3,-50
DEAL,2020,-28.89,55.47,-41.71,-4.31,-21.62,5.75,-6.52,2.33,156.82,-28.76,-8.07,-4.05
DEAL,2021,-0.7,-6.38,-18.18,-4.63,-10.68,-14.13,1.27,-37.5,0,0,0,0
DEAL,2022,0,0,0,0,0,0,0,0,0,0,0,0
DEAL,2023,0,0,0,0,0,0,0,0,0,0,-10,-80
DEFI,2019,-8.79,-2.71,30.65,-14.93,6.41,13.61,-8.06,-5.01,06.07,-11.94,-0.28,11.9
DEFI,2020,-4.05,-7.92,11.46,-4.63,-1.89,-1.1,-0.83,-4.76,-5.29,1.55,1.53,1.51
DEFI,2021,-0.89,2.1,-4.11,0.92,0.61,-2.41,-0.62,-27.64,3.86,-16.53,-9.9,9.89
DEFI,2022,45.5,0,0,0,0,0,0,0,0,0,0,0
DEFI,2023,0,0,0,0,0,0,0,0,0,0,0,0
DEPO,2021,,,,,,,,,,,27.59,-20.65
DEPO,2022,1.64,2.82,0,-3.53,1.22,-8.84,6.61,-5.37,-5.68,6.94,4.33,-0.41
DEPO,2023,0.83,-2.89,0,-2.55,-2.62,1.79,-3.96,-0.46,-0.46,-11.57,-3.66,3.26
DEWA,2019,0,0,0,0,0,0,0,0,0,0,0,0
DEWA,2020,0,0,0,0,0,0,0,0,0,0,0,0
DEWA,2021,0,0,0,0,0,0,0,0,0,0,0,0
DEWA,2022,0,0,8,3.7,-3.57,0,5.56,40.35,-27.5,5.17,-6.56,-7.02
DEWA,2023,13.21,-15,-1.96,0,0,4,5.77,18.18,30.77,-5.88,-12.5,-14.29
DEWI,2022,,,,,,,46,46.58,10.28,10.17,-12.31,-8.77
DEWI,2023,8.65,13.27,31.25,-2.38,-1.83,-66.15,-37.61,0,-16.18,-10.53,37.25,-15.71
DFAM,2019,-5.68,-2.41,0,4.32,-5.92,7.55,0,11.7,6.28,7.88,-63.29,-0.5
DFAM,2020,-2,-2.04,-11.98,25.44,-5.66,-16.5,3.59,0.58,0.57,-5.14,-28.92,-12.71
DFAM,2021,-10.19,01.08,-5.88,-9.09,-2.5,-11.54,-2.17,137.04,15.62,-0.54,3.8,0.52
DFAM,2022,-3.65,9.73,51.48,-9.76,-32.61,-57.49,-22.64,2.44,-7.94,22.41,-19.01,-20
DFAM,2023,-4.35,-5.68,-3.61,-1.25,-7.59,4.11,-2.63,-6.76,-4.35,-1.52,-7.69,-11.67
DGIK,2019,0,0,0,0,0,0,0,0,0,0,0,0
DGIK,2020,0,0,0,0,0,0,0,0,0,0,0,0
DGIK,2021,0,0,14,28.07,0,-6.85,11.76,0,1.32,66.23,29.69,18.67
DGIK,2022,-12.18,-9.25,18.47,-15.59,-22.93,-8.26,0.9,1.79,0.88,-3.48,1.8,16.81
DGIK,2023,-3.03,-1.56,-3.97,14.05,-4.35,-1.52,-13.85,0,-4.46,-24.3,2.47,15.66
DGNS,2021,285,-14.29,2.27,-9.63,59.84,29.23,-17.46,-17.79,-5.85,-7.45,06.04,-5.7
DGNS,2022,0,-17.45,-26.83,-18.67,-4.37,-14.29,10,-13.33,-7.69,-5.3,1.6,-3.94
DGNS,2023,1.64,-2.42,-4.96,3.48,-16.81,-0.51,-4.57,2.13,19.79,29.57,-8.05,-10.22
DIGI,2019,0,-2.78,3.43,-4.97,-1.16,0,-1.47,22.39,-18.29,4.48,-2.86,-2.65
DIGI,2020,2.72,0,-0.59,0.3,0.29,0.29,4.11,9.86,0,0,-81.54,11.11
DIGI,2021,-12,5.68,6.45,-3.03,10.42,-12.26,9.14,57.64,-18.75,-38.46,-54.37,-29.45
DIGI,2022,-13.59,-14.61,-17.11,3.17,-6.15,-6.56,-5.26,-7.41,0,0,0,0
DIGI,2023,0,0,0,0,0,0,0,0,0,0,0,-80
DILD,2019,4.55,-1.86,10.76,-5.14,-1.81,17.79,15.1,-6.79,-3.4,-19.6,-13.75,-5.8
DILD,2020,12.31,-13.01,-1.57,-10.4,-5.36,-11.32,-4.79,-0.56,-17.42,8.16,33.33,3.77
DILD,2021,-7.27,0.98,-6.8,-4.69,5.46,-7.25,-8.94,-6.75,8.55,4.85,-4.05,-6.02
DILD,2022,-5.77,-1.36,0,0.69,0.68,-2.72,3.5,21.62,-3.33,6.32,-3.78,-3.93
DILD,2023,-5.85,8.7,-4.57,-0.6,26.51,12.38,0.85,-9.24,-7.41,-1,-3.03,3.12
DIVA,2019,-12.73,9.61,7.14,-12.42,01.04,12.67,12.46,04.05,-7.01,3.63,-1.35,1.37
DIVA,2020,-31,-14.06,-49.77,-18.55,4.44,83.51,17.1,-6.93,12.23,08.06,-7.89,14.76
DIVA,2021,-4.56,8.26,12.85,14.59,-0.62,14.06,9.59,17,-54.06,2.79,-9.05,6.97
DIVA,2022,-24.19,-26.99,-0.42,-20.25,1.59,-12.5,5.36,-1.69,17.24,1.96,-15.87,8
DIVA,2023,-16.4,-0.63,13.38,-28.09,-5.47,-13.22,-34.86,-9.36,5.81,6.71,-26.29,-7.75
DKFT,2019,-13.07,-9.02,-3.31,-14.53,-5.5,7.94,-1.96,32,-18.94,-5.61,-34.65,7.58
DKFT,2020,-12.68,-4.84,-31.36,16.05,-2.13,6.52,28.57,-7.14,-14.53,10,72.73,-6.32
DKFT,2021,-25.28,38.35,-15.76,9.68,-8.24,-3.85,-4.67,-7.69,0.76,3.76,-5.07,-6.87
DKFT,2022,-9.02,12.61,5.6,-3.03,-0.78,-6.3,9.24,-1.54,-5.47,-0.83,0.83,-14.88
DKFT,2023,27.18,-7.63,-9.09,-1.82,-4.63,-8.74,10.64,9.62,-2.63,-8.11,18.63,-7.44
DLTA,2019,8.64,7.11,12.11,-3.14,3.24,-2.44,2.86,-1.74,-3.89,0.37,-1.83,1.49
DLTA,2020,-2.57,-11.7,-18.8,5.26,-13,17.24,-7.06,0.63,-16.35,1,6.2,2.8
DLTA,2021,-13.64,-1.05,2.13,-1.04,-0.26,0,-0.53,5.84,-7.02,3.77,-1.3,-1.58
DLTA,2022,-2.14,0.82,3.52,0.79,6.49,-6.59,02.09,-1.02,-0.78,1.3,-1.03,-0.52
DLTA,2023,-1.04,2.9,03.08,-0.5,-7.25,2.43,2.37,-4.63,-1.62,-2.19,-1.68,0.57
DMAS,2019,32.08,18.1,-11.29,16.36,-2.34,10.4,10.14,1.97,-9.03,07.09,7.28,-8.64
DMAS,2020,-6.08,-15.11,-39.41,7.69,-9.09,22.86,27.91,2.73,-11.5,13,15.04,-5.38
DMAS,2021,-11.38,7.34,0.85,2.54,-11.57,-10.28,-1.04,-1.05,3.19,15.46,-2.68,-12.39
DMAS,2022,-2.09,01.07,-2.12,-5.95,-1.72,-6.43,1.88,7.98,-2.27,5.81,-10.44,-2.45
DMAS,2023,4.4,0,2.41,-0.59,-0.59,1.79,-0.58,2.94,0,-2.29,-1.17,-3.55
DMMX,2019,,,,,,,,,,18.26,-13.24,4.24
DMMX,2020,-13.82,-43.4,-45,51.52,-9,116.48,16.75,-16.09,-11.4,1.17,13.87,19.8
DMMX,2021,10.17,73.08,-6.67,46.43,100.81,27.94,98.73,2.23,-13.08,-10.04,10.36,-1.81
DMMX,2022,-8.46,-23.69,-10.79,14.16,-3.36,-19.79,-2.33,-6.14,-15.64,0,2.59,-16.81
DMMX,2023,5.56,-5.26,-18.69,-4.97,-20.26,-19.67,-9.39,-45.05,69.67,-28.99,0,6.8
DMND,2020,1.64,-2.15,4.95,-2.09,2.67,-2.08,-1.06,1.61,-5.82,1.12,-1.67,3.95
DMND,2021,-2.17,0,0.56,0.55,-3.85,-24,10.53,0,3.4,9.21,03.01,2.34
DMND,2022,-6.86,0.61,0,-2.44,1.88,1.84,-1.2,0.61,0,0,-1.21,0
DMND,2023,-1.84,0.63,1.24,-1.23,0,1.24,2.45,-1.2,0.61,-3.01,0,1.24
DNAR,2019,10.87,-1.31,-17.22,-3.2,21.49,-10.88,3.82,-0.74,-8.89,9.76,-17.04,5.36
DNAR,2020,-15.25,20,12.5,-7.41,-41.6,15.75,42.01,0,-18.75,16.92,-18.42,-6.99
DNAR,2021,-1.16,33.33,-17.11,01.06,32.98,-18.9,20.39,33.87,-16.27,-10.79,4.84,12.31
DNAR,2022,-3.42,-4.96,-5.97,-15.08,-9.35,-3.61,-1.07,-2.16,-6.63,-3.55,0,4.29
DNAR,2023,-7.65,-7.01,-8.22,-9.7,5.79,-1.56,8.73,-5.84,-1.55,-4.72,-0.83,0.83
DNET,2019,-1.22,0.92,0,-2.74,-0.31,-5.66,2,0.65,0,-0.65,-0.33,0.66
DNET,2020,4.23,9.38,0,5.43,-5.15,0,-1.43,-1.45,2.65,0,-1.43,1.74
DNET,2021,-4.29,-4.18,-0.93,-0.94,3.17,-1.23,-1.25,0.32,-0.31,2.84,3.37,-2.37
DNET,2022,-1.22,-1.23,-0.31,0,1.25,03.09,10.18,1.9,-1.07,0.54,0.54,10.4
DNET,2023,-2.17,-1.23,0,0,0,5,7.14,2.22,1.96,0.21,01.06,-1.05
DOID,2019,22.86,-11.63,0,-5.26,-5.56,0.98,-6.02,-26.45,-8.43,0,-26.38,16.67
DOID,2020,-21.43,-25.91,-37.42,32.35,-6.67,7.94,91.18,7.69,-18.57,6.14,69.42,-14.15
DOID,2021,-17.05,6.16,22.58,-3.16,-2.72,-5.59,-8.28,-7.1,14.58,-10.3,-6.08,-5.04
DOID,2022,-4.55,61.11,-1.48,36.25,-20,-20.18,12.64,-4.08,0,4.26,-8.16,-15.56
DOID,2023,-3.95,4.79,-0.65,6.58,-7.41,21.33,9.34,3.52,19.9,-29.96,2.89,-1.12
DOOH,2023,,,,,-34,-24.24,8,-7.41,146,72.36,-50.94,-20.19
DPNS,2019,1.27,-2.5,3.21,0.62,-4.94,-0.65,-1.96,-7.33,-3.6,1.49,-0.74,-5.93
DPNS,2020,11.02,-30.85,-0.51,-6.7,12.71,17.65,0,-7.5,1.8,5.31,7.56,07.03
DPNS,2021,0,0.73,0.72,-4.32,03.01,9.49,-0.67,17.45,2.29,-2.23,12.57,0
DPNS,2022,0,-3.55,-2.11,3.23,8.33,-11.06,0,5.41,-4.1,10.16,-2.43,-0.5
DPNS,2023,-4.5,4.19,-2.01,1.54,01.01,2.5,-0.98,4.93,07.04,9.65,-5.2,-11.39
DPUM,2019,10.16,-4.96,-2.99,-0.77,-2.33,2.38,-3.88,-12.1,0.92,0,-0.91,1.83
DPUM,2020,-9.91,-14,0,0,4.65,-13.33,-14.1,-25.37,12,-3.57,-1.85,-1.89
DPUM,2021,-3.85,0,0,0,0,0,0,0,0,0,0,0
DPUM,2022,0,0,0,0,0,0,0,0,0,0,0,0
DPUM,2023,0,0,0,0,0,0,-60,100,-17.5,-18.18,0,37.04
DRMA,2021,,,,,,,,,,,,2
DRMA,2022,25.49,-3.91,-1.63,1.65,-7.32,19.3,15.44,-8.92,-8.39,-2.29,5.47,-13.33
DRMA,2023,-0.85,31.03,5.26,28.12,2.44,36.19,6.99,-3.92,-3.4,-3.87,26.37,-17.68
DSFI,2019,0.99,21.57,0.81,-1.6,-8.13,5.31,4.2,4.84,-4.62,-12.9,-5.56,-1.96
DSFI,2020,-4,-26.04,8.45,1.3,-6.41,-4.11,-5.71,-4.55,1.59,0,0,28.12
DSFI,2021,-21.95,1.56,6.15,5.8,-5.48,-7.25,14.06,0,69.86,-1.61,-13.93,-9.52
DSFI,2022,-5.26,11.11,-1,-6.06,5.38,-4.08,-3.19,6.59,-6.19,0,2.2,-2.15
DSFI,2023,-3.3,0,-9.09,-7.5,0,0,-1.35,0,10.96,-8.64,0,-8.11
DSNG,2019,-2.44,0,-1.5,-2.03,-3.63,-0.54,-5.95,-3.45,-6.55,15.29,14.92,10.58
DSNG,2020,-10.87,-4.88,-15.9,0,-4.88,15.38,1.67,18.58,5.53,8.73,26.51,-3.17
DSNG,2021,-9.02,0.9,2.68,10.43,-16.54,-5.66,8,-1.85,1.89,7.41,-8.62,-5.66
DSNG,2022,20,4.17,2.4,-5.47,-8.26,-10.99,7.29,-4.72,-4.16,14.67,9.91,-1.64
DSNG,2023,13.33,-2.21,6.77,-12.68,-8.06,-6.14,9.35,1.71,2.52,-6.56,-1.75,-0.89
DSSA,2019,12.59,1.97,-6.45,0,0,0,16.9,17.85,-4.01,-8.74,-13,-8.87
DSSA,2020,10.81,16.26,10.49,7.59,-8.12,-0.51,7.46,-4.31,-17.65,-8.81,15.17,-7.38
DSSA,2021,-25.31,4.6,0,0,-13.6,-14.35,42.16,33.08,0,77.14,59.68,-1.01
DSSA,2022,-6.12,01.09,-5.38,-31.82,13.08,3.32,-5.85,-3.48,19.31,2.63,02.05,0
DSSA,2023,-4.52,-1.32,-7.33,-2.3,9.87,04.02,15.98,6.67,6.67,-0.39,0.98,55.34
DUCK,2019,-4.49,-2.01,-2.05,0.35,3.83,-1.68,5.46,5.83,1.53,14.76,-39.9,6.55
DUCK,2020,0,-5.74,-69.22,10.73,19.9,7.45,-27.52,-9.84,-26.06,14.75,26.43,8.47
DUCK,2021,-35.42,4.84,-8.46,-4.2,-28.95,-20.37,-3.1,40.8,0,0,0,0
DUCK,2022,0,0,0,0,0,0,0,0,0,0,0,0
DUCK,2023,0,0,0,0,0,0,0,0,0,0,0,0
DUTI,2019,-0.46,-1.6,-4.65,74.39,-46.99,81.4,0.36,-2.9,2.24,-27.3,0.2,0.2
DUTI,2020,-0.2,0,0,-4.81,-0.21,8.12,-26.05,2.9,-15.38,5.76,8.88,0
DUTI,2021,-0.79,-8.49,-1.45,4.71,1.12,2.5,-5.42,-2.58,-2.94,0.61,-2.11,4.31
DUTI,2022,3.24,3.71,12.67,0,-2.2,15.25,5.21,-5.98,-13.82,04.07,0.24,0.98
DUTI,2023,13.53,-6.6,4.78,0,06.09,-7.79,4,-1.71,2.83,-3.17,-2.18,3.12
DVLA,2019,5.67,0.98,-2.42,6.44,13.49,-7.79,-0.44,-1.79,0.45,0.45,-0.9,2.27
DVLA,2020,-2.67,-1.83,-2.33,3.33,0.92,-0.46,6.42,10.34,-1.56,7.54,-7.01,-3.97
DVLA,2021,-4.55,3.9,-1.25,1.27,-2.08,1.28,3.78,-1.62,0.82,3.67,10.24,-1.79
DVLA,2022,5.45,0,-5.17,-7.64,2.36,0,-1.92,1.18,-3.1,2.4,-5.47,-2.07
DVLA,2023,-7.59,-8.68,-1.5,-1.52,1.8,-0.25,0.51,0.76,0,-3.51,-12.99,-0.6
DWGL,2019,8.33,19.23,4.3,7.22,-4.81,-4.04,58.95,80.13,-1.47,8.21,-6.9,43.7
DWGL,2020,-51.03,55.79,-12.16,-10.77,06.03,4.88,-12.4,-9.73,-6.86,12.63,-5.61,-18.81
DWGL,2021,-4.88,-6.41,23.29,0.56,1.1,01.09,17.84,-7.34,-1.49,0,-8.04,3.28
DWGL,2022,-6.88,0.57,2.82,16.48,-5.66,2,2.94,0.95,0,0,-7.08,-12.69
DWGL,2023,1.16,-6.9,-14.2,10.79,-19.48,-1.61,13.93,-2.88,-11.11,12.5,-7.41,-7.2
DYAN,2019,09.09,4.76,09.09,36.46,-12.21,13.91,9.16,-5.59,-5.93,3.94,-6.82,-4.07
DYAN,2020,-39.83,-26.76,-3.85,0,0,2,-1.96,0,0,0,4,5.77
DYAN,2021,3.64,8.77,56.45,-9.28,-12.5,-18.18,0,4.76,31.82,-4.6,-6.02,-3.85
DYAN,2022,-2.67,-2.74,4.23,-1.35,-1.37,1.39,-1.37,2.78,9.46,13.58,10.87,-3.92
DYAN,2023,-2.04,0,-2.08,-2.13,35.87,-6.4,-12.82,10.78,-0.88,-25.89,9.64,-6.59
EAST,2019,,,,,,,11.28,16.89,-25.43,-25.58,0,-4.17
EAST,2020,-2.17,-31.11,-9.68,5.36,-11.86,23.08,-14.06,-3.64,-1.89,3.85,16.67,-4.76
EAST,2021,-10,3.7,35.71,-1.32,-12,1.52,-7.46,0,6.45,46.97,-6.19,5.49
EAST,2022,-10.42,3.49,2.25,1.1,0,-2.17,2.22,01.09,12.9,-4.76,-5,0
EAST,2023,10.53,9.52,-8.7,13.33,-7.56,7.27,11.86,3.79,7.3,14.97,-15.98,4.93
ECII,2019,-0.88,1.34,-9.25,5.83,0.92,0,1.82,0,1.79,-1.75,-8.04,-1.94
ECII,2020,0,-21.29,-1.89,-14.1,-0.75,5.26,0,0.71,13.48,0,-10,-9.03
ECII,2021,56.49,-1.46,3.96,4.76,-4.55,-5.71,0,-1.52,01.03,-0.51,-3.06,2.11
ECII,2022,-7.22,7.78,-7.73,-16.2,-9.33,-16.18,0,-7.02,-4.72,-0.99,5,-4.76
ECII,2023,-4.8,-28.99,2.37,-10.98,16.23,15.08,-1.94,-10.89,-3.33,-8.05,-1.88,-8.28
EDGE,2021,,176.95,-45.17,4.91,-5.11,151.79,4.72,-7.23,-3.12,-7.28,-4.08,-0.43
EDGE,2022,-2.03,-6.22,-5.12,-0.49,-0.25,03.09,-2.75,-0.74,7.32,-10.75,5.31,-1.6
EDGE,2023,1.5,-1.48,-5,0,-1.32,0,-3.6,-1.8,0,5.77,-65.65,-21.71
EKAD,2019,1.75,-2.3,-3.53,-1.22,3.7,0.6,7.69,-5.49,0.58,04.05,3.89,14.44
EKAD,2020,-0.93,-15.57,-6.15,4.17,5.71,11.89,19.32,3.64,-6.25,5.42,0.79,-1.18
EKAD,2021,-6.35,1.69,1.67,5.74,0.78,7.69,4.64,-4.78,2.51,4.9,-2.67,-0.34
EKAD,2022,-2.06,-0.7,2.47,-1.38,-1.05,0.35,1.76,-80.07,-1.39,-2.11,-1.44,2.19
EKAD,2023,0.71,-2.13,-0.72,-0.73,-2.94,0,-2.27,0,-1.55,-2.36,-0.81,0.81
ELIT,2023,16.67,33.57,11.23,50,-28.85,-39.64,-8.21,-14.63,-4.76,-2,-8.16,-4.44
ELPI,2022,,,,,,,,18,-10.17,2.83,-6.42,4.9
ELPI,2023,-3.74,12.62,4.31,5.79,-2.34,0,-4.8,-2.52,-0.86,22.61,2.84,-1.38
ELSA,2019,5.81,1.1,-2.17,7.22,-9.84,8.62,-4.76,-3.89,-7.51,-1.88,-13.38,12.5
ELSA,2020,-11.11,-23.53,-27.4,29.8,0.51,11.68,3.64,07.02,-20.49,9.28,38.68,19.73
ELSA,2021,1.7,12.29,-14.43,3.49,-14.61,-12.5,-1.5,-0.76,17.69,-0.65,-8.55,-0.72
ELSA,2022,0,13.04,-5.77,-0.68,5.48,-1.95,0,5.3,-3.14,22.08,-12.77,-4.88
ELSA,2023,0,-1.28,1.3,3.21,2.48,1.21,16.77,0,7.18,3.35,-3.7,-6.73
ELTY,2019,0,0,0,0,0,0,0,0,0,0,0,0
ELTY,2020,0,0,0,0,0,0,0,0,0,0,0,0
ELTY,2021,0,0,0,0,0,0,0,0,0,0,0,0
ELTY,2022,0,0,0,0,0,0,0,0,0,0,0,0
ELTY,2023,0,0,0,0,0,0,0,0,0,0,0,0
EMDE,2019,-0.79,-3.97,1.65,04.07,-2.34,-3.2,-1.65,0,0,-2.52,-0.86,-2.61
EMDE,2020,-4.46,-6.54,-0.5,-0.5,-0.51,2.54,0,0,-0.99,0,-2,-2.04
EMDE,2021,-2.08,0,2.66,0.52,03.09,0,0,-10,8.89,0,-5.61,-10.27
EMDE,2022,-3.61,-0.62,-0.63,-1.9,-0.65,-1.95,0,0,-6.62,-0.71,-6.43,-6.87
EMDE,2023,-4.1,-0.85,6.9,-2.42,-8.26,11.71,-0.81,-0.81,-3.28,6.78,-2.38,-4.88
EMTK,2019,3.57,-2.87,-5.33,3.12,-4.24,-2.53,-5.52,-4.47,-21.58,10.55,-7.05,-0.45
EMTK,2020,0,-9.87,-0.5,12,-10.89,-1.8,-8.16,21.11,37.61,6.67,04.06,68.17
EMTK,2021,-86.43,11.05,7.58,-1.32,4.91,6.38,10,-21.09,-19.82,10.63,0,18.44
EMTK,2022,-21.27,15.32,18.36,22.04,-35.95,-16.19,16.82,1.87,-20.42,1.64,-16.5,-20.16
EMTK,2023,4.85,-12.04,-16.84,-10.76,-15.6,19.33,-8.45,-12.31,2.63,-14.53,29,-8.53
ENAK,2022,,-16.47,15.49,21.34,19.1,32.07,13.1,05.08,-5.65,7.41,0.8,-3.95
ENAK,2023,-16.99,-22.77,-4.27,7.14,07.08,3.11,-0.38,-2.65,2.72,-2.27,0.78,-0.38
ENRG,2019,58,0,-21.52,-3.23,-8.33,7.27,-6.78,0,7.27,-3.39,-10.53,-1.96
ENRG,2020,0,0,0,0,0,4,-3.85,0,8,-5.56,70.59,48.28
ENRG,2021,-24.81,20.62,-10.26,6.67,-8.93,15.69,-10.17,3.77,16.36,-5.47,-5.79,-10.53
ENRG,2022,11.76,50,-0.58,16.47,19.19,-5.93,26.13,-7.14,-1.54,31.25,0.6,-13.02
ENRG,2023,-12.93,6.25,-17.65,-0.89,-2.7,-1.85,8.49,06.09,12.3,-10.95,-5.74,-4.35
ENVY,2019,,,,,,,200,21.17,33.46,46.52,-67.3,4.65
ENVY,2020,-69.11,0,-49.64,-12.14,-28.46,-2.27,17.44,-12.87,-36.36,-10.71,0,0
ENVY,2021,0,0,0,0,0,0,0,0,0,0,0,0
ENVY,2022,0,0,0,0,0,0,0,0,0,0,0,0
ENVY,2023,0,0,0,0,0,0,0,0,0,0,0,0
ENZO,2020,,,,,,,,,-28.57,-32,-1.96,0
ENZO,2021,0,0,0,8,-7.41,0,0,0,0,0,0,0
ENZO,2022,0,0,2,3.92,0,-1.89,5.77,-1.82,1.85,10.91,11.48,-2.94
ENZO,2023,-10.61,-15.25,0,0,0,0,0,0,0,0,0,0
EPAC,2020,,,,,,,107.27,26.32,30.56,-28.19,-48.15,0.71
EPAC,2021,-47.52,-4.05,-14.08,-18.03,2,-1.96,2,-1.96,8,-1.85,-5.66,2
EPAC,2022,-1.96,0,0,0,0,0,0,0,0,0,0,0
EPAC,2023,0,0,0,0,0,-66,-29.41,8.33,-15.38,-9.09,-10,11.11
EPMT,2019,-11.9,18.92,0,04.09,5.68,-0.83,-2.08,-2.13,-6.52,-1.86,6.64,-8.89
EPMT,2020,-14.63,28.57,4.44,-23.4,-4.17,7.25,-2.43,03.05,-1.08,1.36,1.88,11.05
EPMT,2021,1.9,-0.47,0.47,5.12,11.95,-9.49,6.11,-5.35,-1.74,9.73,3.63,05.06
EPMT,2022,2.59,-0.72,-0.73,4.76,-3.5,1.45,1.79,-4.56,-0.74,1.48,-1.82,2.23
EPMT,2023,-0.73,0.37,0,5.47,-5.19,5.47,3.11,-10.4,0.75,-3.35,-0.77,0.39
ERAA,2019,04.09,-8.73,-15.31,-18.08,-18.97,63.4,9.38,-26.19,17.74,-3.56,-23.86,33.96
ERAA,2020,-11.42,1.89,-42.28,34.76,-0.4,0,17.13,17.01,-10.17,12.94,-1.43,27.91
ERAA,2021,25.91,-5.05,-80.8,20.79,-1.64,15,-4.35,-8.33,0,7.44,-4.62,-3.23
ERAA,2022,-8.33,0.91,4.5,-9.48,1.9,-1.87,-5.14,-2.01,-15.16,3.86,-5.58,-3.45
ERAA,2023,7.14,22.62,0.97,-4.62,-2.42,-1.65,05.04,-2.8,-7,-11.5,-10.5,18.99
ERAL,2023,,,,,,,,-8.21,-11.17,0.63,3.75,-3.61
ERTX,2019,-3.23,-0.83,2.52,11.48,-11.76,5.83,-0.79,0.79,8.66,2.9,-8.45,7.69
ERTX,2020,-8.57,9.38,-15,0.84,5,12.7,-19.72,16.67,-11.28,8.47,3.12,-9.09
ERTX,2021,-2.5,-6.84,87.16,0.98,-12.62,4.44,01.06,-4.74,5.52,0,01.05,10.88
ERTX,2022,-8.88,0.51,-4.08,0.53,-1.59,7.53,-1,-0.51,-5.08,4.81,-6.12,155.43
ERTX,2023,-37.45,-19.05,7.56,-13.28,-12.61,-2.58,105.29,-2.58,-4.76,13.89,2.93,-44.08
ESIP,2019,,,,,,,,,,,209.82,-40.59
ESIP,2020,-26,-31.08,5.23,3.73,-2.4,-0.61,44.44,-14.96,-28.14,-28.67,-16.67,21.18
ESIP,2021,-32.04,10,-2.6,-1.33,-4.05,2.82,-4.11,-5.71,13.64,28,-7.29,39.33
ESIP,2022,16.94,0,-20,-4.31,-5.41,-12.38,-6.52,-12.79,-4,-2.78,-8.57,-9.38
ESIP,2023,-6.9,-1.85,-5.66,0,0,0,2,-1.96,0,0,0,0
ESSA,2019,26.09,-9.36,8.7,-9.5,-16.02,0.66,-4.58,-13.7,0.79,20.47,-13.07,0.75
ESSA,2020,-12.69,-29.49,-18.18,11.11,-1.33,04.05,0.65,1.29,-12.74,1.46,19.42,26.51
ESSA,2021,-9.05,10.99,65.09,9.71,-7.81,2.82,21.43,-25.79,-7.32,9.87,4.79,51.43
ESSA,2022,12.26,12.61,81.34,02.06,-5.24,-28.94,23.95,7.73,-10.76,07.04,0,-14.08
ESSA,2023,8.2,08.08,-11.68,-25.93,-30.29,18.85,1.72,2.54,31.4,-24.53,-7.5,-4.5
ESTA,2020,,,5.83,-14.17,-16.51,2.2,8.6,3.96,-1.9,-1.94,2.97,25
ESTA,2021,-14.62,-3.6,7.48,-5.22,-4.59,-3.85,2,1.96,2.88,15.89,85.48,33.91
ESTA,2022,-27.27,28.57,43.06,5.83,44.5,-41.27,-12.97,-49.38,-15.34,-13.77,-12.61,84.62
