Stock Code,Tahun,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agu,Sep,Okt,Nov,Des
SDPC,2019,4.21,08.08,2.8,-4.55,2.86,-0.93,-1.87,-2.86,-3.92,01.02,-1.01,-3.06
SDPC,2020,-1.05,-1.06,-13.98,20,-3.12,13.98,12.26,-8.4,-8.26,1,6.93,-3.7
SDPC,2021,1.92,18.87,0,3.97,1.53,20.3,-5,-13.16,1.52,-2.24,15.27,-9.93
SDPC,2022,8.82,-14.86,-4.76,-2.5,19.66,-4.29,-5.22,-0.79,-1.59,3.23,56.25,66
SDPC,2023,-28.31,10.92,-22.73,-19.12,-17.58,-3.68,1.53,13.53,5.3,1.89,-0.62,-1.86
SDRA,2019,-1.16,0,-1.18,0.6,0.59,0,-3.53,-2.44,6.25,-1.18,-7.14,6.41
SDRA,2020,-8.43,5.26,-2.5,53.85,-25,-20.56,6.29,2.63,3.85,-1.23,-5.63,-1.99
SDRA,2021,-16.89,22.76,-5.96,-3.52,0.73,-2.17,17.04,13.29,-26.26,-5.3,-4,-5.83
SDRA,2022,3.54,-1.71,-0.87,0.88,-2.61,2.68,-0.87,3.51,-1.69,0.86,0.85,-3.39
SDRA,2023,0.88,1.74,1.71,-4.2,-0.88,4.42,05.08,2.42,-4.72,-6.61,2.65,-2.59
SEMA,2022,26.67,25.44,-2.8,-5.04,-6.82,-9.76,-19.82,-14.61,14.47,-8.05,-11.88,07.09
SEMA,2023,-2.65,-10.88,-22.14,-21.57,0,3.75,-6.02,-2.56,34.21,1.96,3.85,3.7
SFAN,2019,,,,,,219.15,4.17,64,-3.9,2.54,-3.96,10.82
SFAN,2020,-10.23,-9.33,-12.57,-7.19,-9.86,55.47,-1.51,-2.55,-1.05,7.94,9.8,18.75
SFAN,2021,-5.64,2.39,-1.17,1.97,1.93,-0.76,-1.91,7,05.09,2.77,1.35,-2.33
SFAN,2022,3.4,-0.99,1.66,1.96,0.32,-2.24,0.98,4.21,-2.48,11.46,4.86,2.45
SFAN,2023,-2.93,-0.55,0.83,-1.91,-4.18,7.56,0,1.89,6.63,-5.97,0.79,2.1
SGER,2020,,,,,,,,174.07,22.97,28.02,25.54,21.37
SGER,2021,0.7,-37.34,-35.27,-11.72,7.81,23.19,-10.59,44.08,75.8,42.21,6.85,-4.27
SGER,2022,40.62,-11.75,48.2,7.28,16.74,-49.61,-18.85,-11.37,-20.86,-4.05,10.56,-17.2
SGER,2023,-12.31,-7.89,-13.14,-9.21,20.29,1.41,10.89,147.32,57.4,0,1.83,-12.84
SGRO,2019,-2.53,1.3,8.97,-3.92,-6.94,-0.44,0.44,-3.07,-1.81,5.99,-3.04,6.73
SGRO,2020,0.84,-8.33,12.73,0.4,-6.02,-11.11,-13.94,-5.59,-11.24,-4.67,18.88,-5
SGRO,2021,8.36,0,0,8,-1.06,-4.55,5.32,-6.65,8.55,17.06,-0.45,-10.14
SGRO,2022,0.25,8,4.17,-0.89,2.69,-7.42,2.83,-1.83,-1.87,2.86,0,-2.78
SGRO,2023,0.95,1.89,0,-2.31,-4.74,-0.75,1.25,2.97,-0.96,-1.94,-0.5,0
SHID,2019,18.6,-7.84,-21.28,-5.41,10,-1.82,-6.08,-12.96,6.8,-4.55,4.76,4.55
SHID,2020,13.04,18.46,-13.85,-12.06,0,4.29,9.59,-10,0,-2.78,-30.86,7.44
SHID,2021,0.77,03.05,-17.04,2.68,13.04,-18.85,-30.09,-35.59,15.79,19.09,-0.76,-40
SHID,2022,111.54,62.42,-0.37,-16.48,1.35,-3.98,-20.74,-8.14,-1.58,2.25,59.12,-9.09
SHID,2023,25.65,-16.61,2.9,-6.05,7.3,17.6,10.54,10.46,-42.9,-26.83,-22.67,-43.97
SHIP,2019,-8.84,0.61,0,-1.81,0,0.61,-4.88,1.92,-3.14,5.19,-5.56,0
SHIP,2020,-1.96,-4,-7.64,-2.26,-13.85,-0.89,6.31,-2.54,-4.35,3.64,0.88,4.35
SHIP,2021,0,5.83,2.36,2.31,1.5,-4.44,-5.43,47.54,17.78,-6.6,-6.06,5.38
SHIP,2022,-3.57,17.99,-10.76,0,-1.01,36.55,-7.06,-8.8,-13.6,-28.43,19.86,4.14
SHIP,2023,13.64,2.5,8.29,-0.9,-1.82,12.04,15.7,-6.07,-8.75,-2.08,-9.79,-1.42
SIAP,2019,0,0,0,0,0,0,,,,,,
SICO,2022,,,,-31.74,-16.56,19.08,-6.41,39.73,-11.76,8.33,-12.31,-7.6
SICO,2023,-10.76,-9.22,14.06,-18.49,17.65,3.57,-3.45,-11.43,-0.81,-6.5,-9.57,-1.92
SIDO,2019,-2.38,26.22,-3.38,2,-5.88,4.69,0.5,26.73,-3.91,0,3.25,0.39
SIDO,2020,-6.27,2.93,-4.88,7.69,-3.17,-0.41,7,6.54,-46.21,7.38,-5,5.92
SIDO,2021,-9.32,8.9,-1.26,1.27,-2.52,-8.39,13.38,-1.24,-3.14,9.74,8.28,-5.46
SIDO,2022,7.51,4.84,4.62,-7.84,8.51,-1.96,-9.5,-21.55,0,4.23,06.08,-3.82
SIDO,2023,0,16.56,-1.14,-9.2,-8.23,0.69,-12.33,-3.12,-4.84,-13.56,-1.96,5
SILO,2019,-10.31,5.59,11.76,7.37,4.66,10.07,34.04,2.78,9.65,1.41,-2.08,-1.42
SILO,2020,-5.04,-3.03,-6.25,-12.5,4.29,-5.02,-9.81,-9.17,12.21,4.6,0,10
SILO,2021,-5.45,2.88,-9.16,71.3,0.3,0,-0.3,-1.5,19.51,-12.24,12.79,-11.6
SILO,2022,-3.5,-5.74,2.88,-87.04,8.65,-11.5,0.5,3.48,-0.96,6.31,15.98,-0.79
SILO,2023,-3.17,7.38,15.65,14.19,-4.62,13.64,4,01.03,3.55,17.65,14.17,-20.44
SIMA,2019,226.09,1.33,-67.76,-9.18,-28.09,45.31,-19.35,-16,12.7,-11.27,-20.63,0
SIMA,2020,0,0,0,0,0,0,0,0,0,0,0,0
SIMA,2021,0,0,0,0,0,0,0,0,0,0,0,0
SIMA,2022,0,0,0,0,0,0,0,0,0,0,0,0
SIMA,2023,0,0,0,0,0,0,0,0,0,0,0,0
SIMP,2019,10.87,-6.67,-7.56,-5.91,-20.77,6.71,-4,-1.19,-0.6,6.67,2.84,19.34
SIMP,2020,-14.81,-25,-23.91,1.9,-5.61,25.74,26.77,0.62,-8.64,11.49,16.36,9.38
SIMP,2021,-8.1,14.51,10.86,17.35,-9.57,-16.15,2.29,-4.04,07.01,5.24,-7.47,2.24
SIMP,2022,0,8.77,0.81,1,2.97,-8.85,-0.84,-2.98,-9.65,2.91,-1.89,-0.48
SIMP,2023,2.42,0.47,-6.1,-0.5,-6.03,8.56,4.43,-7.08,0.51,-5.05,2.13,-2.08
SINI,2019,,,,,,,,,,,501.85,153.85
SINI,2020,-12.42,-55.02,110.77,-5.11,-38.46,-34.38,-0.95,-10,6.84,-17.6,-9.71,-0.54
SINI,2021,-6.49,-2.89,4.17,-8.57,4.37,-9.58,-11.26,3.73,1.44,-2.13,5.8,15.07
SINI,2022,-30.95,06.03,3.25,4.72,0.75,0.75,0,0,101.85,-55.23,350.82,0.45
SINI,2023,19.91,96.23,-19.23,-17.38,9.8,-24.93,-6.29,5.22,-18.44,-17.39,-9.47,1.74
SIPD,2019,-1.46,-5.94,-9.47,-12.79,18.67,-1.12,7.95,11.58,3.3,-0.46,-8.26,-15
SIPD,2020,16.47,01.01,-28,51.39,11.01,-13.22,-0.95,12.02,-3.86,0,04.02,28.76
SIPD,2021,-13.33,-6.92,20.25,-7.22,-2.22,-3.79,20.08,32.46,-6.93,1.33,-14.96,23.46
SIPD,2022,-11.25,-9.3,24.22,-16,-3.57,-12.35,5.63,-5.33,-7.04,-13.64,20.18,04.01
SIPD,2023,-16.49,17.65,-10,-21.43,3.54,-2.44,5,-10.95,-3.74,17.78,-7.55,37.76
SKBM,2019,-35.54,-10.71,25,-13.6,6.48,0.43,-6.93,18.6,11.76,-29.47,2.99,-0.97
SKBM,2020,-9.76,-18.92,33.33,-30.5,29.5,-10.56,-13.04,4.29,-9.59,31.82,-5.17,-1.82
SKBM,2021,-8.64,10.14,1.23,7.88,-6.18,-7.19,16.77,0,-2.76,36.36,1.67,-26.23
SKBM,2022,-1.67,-1.69,4.6,9.34,-7.04,01.08,0,12.3,-0.95,-4.81,-1.52,-3.08
SKBM,2023,-1.06,-1.07,-2.7,-1.11,-19.66,2.8,10.2,-4.94,-0.65,2.61,-6.37,6.8
SKLT,2019,0,0,0,0,0,0,0,4,3.21,0,0,0
SKLT,2020,0,0,0,0,0,0,0,1.24,-17.18,1.48,25.91,-9.28
SKLT,2021,4.79,3.66,17.65,3,14.08,-8.09,-1.39,10.33,08.09,-7.48,2.98,0
SKLT,2022,-0.41,3.73,-18,2.93,-4.74,-1,03.02,0.49,-1.46,2.96,-7.66,01.04
SKLT,2023,-2.56,-0.53,1.85,10.65,21.6,-0.39,2.71,9.43,-18.97,110.64,-18.59,-93
SKRN,2019,0,0,-11.89,3,-0.97,-0.49,3.45,3.81,11.93,29.1,-10.32,-2.65
SKRN,2020,-5.45,-7.31,-16.18,16.34,30.85,-10.57,12.73,5.65,6.11,-21.58,8.26,23.73
SKRN,2021,-1.37,-4.17,17.39,-4.94,-9.09,-3.57,1.48,20.44,-18.18,8.89,15.65,6.47
SKRN,2022,-14.36,1.94,13.92,5.56,31.05,-5.22,7.63,-4.72,23.97,28,8.33,7.21
SKRN,2023,-78.48,21.88,-16.58,8.61,-11.32,-1.7,36.36,0,-2.38,19.51,-19.73,-15.59
SKYB,2019,0,51.28,19.49,0.71,0,-10.56,-40.94,-63.33,14.55,11.11,-10,-6.35
SKYB,2020,0,-13.56,0,0,0,0,0,0,0,0,0,0
SKYB,2021,0,0,0,0,0,0,0,0,0,0,0,0
SKYB,2022,0,0,0,0,0,0,0,0,0,0,0,0
SKYB,2023,0,0,0,0,0,0,0,0,0,0,0,0
SLIS,2019,,,,,,,,,,1230.43,252.94,-20.56
SLIS,2020,12.35,-2.9,1.28,5.49,5.5,-3.79,0.99,0,-4.39,-2.24,02.09,0.2
SLIS,2021,-3.27,2.32,48.45,27.43,3.54,11.58,19.81,-46.85,-51.85,-29.23,-31.96,-48.88
SLIS,2022,10,5.68,-53.12,-37.61,56.62,-48.36,-17.73,-16.57,172.85,-34.95,-11.19,5.88
SLIS,2023,-18.25,-13.11,-0.56,-0.56,-19.77,12.68,-5,-11.18,-23.7,-21.36,-1.23,-6.25
SMAR,2019,1.73,-0.49,0.24,0.24,0,1.94,-3.57,-5.19,3.12,-3.03,-4.95,13.42
SMAR,2020,-9.66,-8.82,-27.57,18.62,-5.12,12.59,-4.15,6,-9.12,3.81,5,31.75
SMAR,2021,-15.66,11.43,-2.31,11.55,10.59,-20.64,7.24,0,7.25,4.2,-0.89,-1.58
SMAR,2022,4.13,-0.22,5.96,-3.54,7.99,-10,3.33,1.72,-3.17,01.09,12.85,-5.26
SMAR,2023,04.04,0,0,4.85,-12.96,-0.64,0.64,-6.38,-0.45,-2.28,-10.05,3.9
SMBR,2019,-7.14,-5.54,-15.31,-24.62,-39.29,89.08,-12,-25.76,-12.93,-5.47,-35.54,12.82
SMBR,2020,-28.64,-17.2,-24.23,53.3,-4.64,6.94,59.74,16.87,-20,8.7,91,11.52
SMBR,2021,-24.41,18.01,-13.68,-0.61,-14.72,-11.51,-4.88,9.4,3.12,15.15,-10.53,-8.82
SMBR,2022,-11.29,0,-1.82,-5.56,5.88,-5.56,-6.27,3.77,-4.44,-9.7,-2.34,-7.66
SMBR,2023,5.7,-3.43,-8.63,-0.56,-3.35,1.73,8.52,-6.28,-2.23,-10.86,-0.64,-10.32
SMCB,2019,05.04,0.51,3.52,-13.59,-17.98,7.53,-10.83,-2.86,-1.47,1.49,-8.46,-5.22
SMCB,2020,-15.25,-11.5,-25.42,72.73,-12.28,8,-5.09,5.37,-10.19,11.34,1.85,30.91
SMCB,2021,21.88,-2.56,0,6.14,-4.41,1.73,1.42,6.7,-7.59,-1.7,-2.31,-0.29
SMCB,2022,2.96,-0.86,0.58,-2.31,-3.54,-3.98,3.82,-3.37,-6.03,-1.35,-0.34,-2.06
SMCB,2023,-3.86,0.36,-4,3.41,-10.99,2.88,20.8,5.3,0,0.63,11.25,-24.44
SMDM,2019,19.57,-0.61,-2.44,-8.13,5.44,-5.16,0.68,-6.08,-3.6,2.24,-2.92,-10.53
SMDM,2020,0.84,-16.67,-22,-3.85,30.67,-8.16,11.11,-1,-4.04,10.53,-5.71,04.04
SMDM,2021,-3.88,09.09,-7.41,25,1.6,4.72,-11.28,3.39,-3.28,14.41,28.15,13.29
SMDM,2022,-14.8,-1.2,2.42,0.59,12.35,0.52,02.08,1.53,101.01,-29,-14.79,-25.21
SMDM,2023,12.71,2.94,-10.48,7.45,-9.9,0,3.85,-3.17,0.55,-3.26,6.18,2.65
SMDR,2019,22.58,-8.42,-5.17,-1.21,-7.98,3.33,-3.23,-8.67,0,-1.46,-14.81,10.43
SMDR,2020,-14.96,-22.22,-23.21,13.95,-2.72,32.87,33.68,14.17,-10.34,7.69,0,1.43
SMDR,2021,-15.49,19.17,3.5,-1.35,68.49,14.84,30.09,-14.29,5.56,7.52,22.38,13.71
SMDR,2022,-6.53,46.77,15.75,26.58,75,-20.57,-6.83,-0.39,-13.18,5.8,-4.22,-14.98
SMDR,2023,-77.51,-3.69,-10.53,3.21,-9.33,9.14,-3.66,-2.17,-1.67,-14.69,-1.32,7.38
SMGR,2019,10.22,-0.2,10.28,-3.23,-14.44,0.22,11.23,2.91,-12.83,9.52,-9.49,4.8
SMGR,2020,-0.42,-12.34,-27.21,4.26,23.27,-1.79,-4.16,14.36,-13.03,4.36,22.19,6.2
SMGR,2021,-14.69,-3.77,2.21,0,-6.95,-2.06,-18.95,20.13,-11.35,10.98,-12.09,-9.38
SMGR,2022,-7.24,07.06,-7.64,-3.76,14.06,-2.4,-8.42,1.15,13.26,6.35,-4.4,-13.49
SMGR,2023,12.55,-2.36,-12.8,-5.56,-2.52,4.74,14.81,-2.51,-5.51,-5.06,6.56,-1.54
SMIL,2023,,,,,52,9.87,-12.57,-1.37,-0.69,-15.38,-9.92,11.01
SMKL,2019,,,,,,,30.57,0,-7.14,-5.13,-4.5,11.32
SMKL,2020,-10.17,-5.66,-8,-2.17,0,0.56,3.87,-4.26,-1.11,3.93,0.54,8.6
SMKL,2021,-0.99,3,-3.88,04.04,1.94,19.05,-0.8,1.61,19.84,3.31,53.21,8.79
SMKL,2022,-11.92,-9.17,-0.48,-1.45,0,-6.86,-0.53,-5.29,-22.35,-3.6,2.24,-5.11
SMKL,2023,3.85,8.15,1.37,-4.73,39.72,-27.92,-16.9,0,25.42,-31.76,5.94,-5.61
SMKM,2022,,,-5.3,-1.6,-4.07,-5.93,-22.97,33.33,65.79,52.12,-3.48,11.71
SMKM,2023,1.61,36.51,04.07,7.82,-60,-67.36,-4.76,-32.5,59.26,-37.21,-28.4,-8.62
SMMA,2019,-7.51,-5.63,29.14,-0.51,03.09,0,0,-20,10,9.38,60.78,-1.62
SMMA,2020,0,-11.33,0,-7.41,-2,49.39,-6.01,3.49,-5.62,-2.98,-15.95,-16.79
SMMA,2021,5.26,0,20,-9.03,-8.4,0.63,-10.97,9.3,-9.79,3.77,1.82,4.91
SMMA,2022,2.13,0.42,0,-0.41,0.83,0,1.65,-0.81,0.82,0,0.81,1.21
SMMA,2023,0.4,0.4,0.79,0.39,0,0,1.56,-0.77,0.39,11.78,0,0.17
SMMT,2019,10,-0.57,-7.43,-18.52,0,14.39,-4.64,-18.75,4.27,-2.46,4.2,-0.81
SMMT,2020,-10.57,-13.64,-2.11,-7.53,-3.49,0,2.41,-1.18,1.19,-4.71,6.17,34.88
SMMT,2021,-13.79,-3,0,0,6.19,7.77,6.31,74.58,-7.77,12.63,-10.28,5.21
SMMT,2022,79.21,28.18,131.68,20.93,-11.15,-29,17.68,-23.83,3.4,-1.32,-2.67,-10.96
SMMT,2023,6.15,-8.7,18.25,-5.37,-7.8,30,31.36,3.15,5.68,2.89,3.61,-27.91
SMRA,2019,28.57,-9.18,0,19.15,-7.59,17.87,8.61,-20,8.96,-2.16,-9.73,-1.47
SMRA,2020,-15.92,-0.59,-52.38,11,4.5,26.08,2.56,7.5,-13.95,18.92,24.24,-1.83
SMRA,2021,-13.66,18.71,13.94,3.19,-3.09,-9.57,-11.76,6,6.29,8.28,-4.92,-4.02
SMRA,2022,-18.56,2.21,10.79,-7.79,-1.41,-18.57,6.14,-0.83,-0.83,-0.84,7.63,-4.72
SMRA,2023,1.65,-1.63,-12.4,5.66,14.29,3.12,0,2.27,-14.81,-6.96,14.95,-6.5
SMRU,2019,-24.62,-6.53,-2.18,-56.7,-29.38,3.65,-23.94,-53.7,0,0,0,0
SMRU,2020,0,0,0,0,0,0,0,0,0,0,0,0
SMRU,2021,0,0,0,0,0,0,0,0,0,0,0,0
SMRU,2022,0,0,0,0,0,0,0,0,0,0,0,0
SMRU,2023,0,0,0,0,0,0,0,0,0,0,0,0
SMSM,2019,7.86,7.95,-0.61,-7.41,11.33,-8.68,1.31,-16.5,9.69,4.24,-11.53,14.18
SMSM,2020,-7.05,6.14,-21.43,7.36,-13.71,-1.87,22.38,-2.72,-4.4,16.74,-2.15,1.47
SMSM,2021,-11.19,6.1,2.68,-1.87,-9.51,12.18,1.5,4.8,-1.41,13.57,-17.61,3.82
SMSM,2022,-2.94,-0.76,8.4,9.86,-7.69,-7.64,-2.26,-3.46,3.59,15.38,2.33,0
SMSM,2023,2.93,-1.9,-0.32,0.65,12.22,0.29,14.29,2,3.92,2.36,-7.83,-0.25
SNLK,2021,,,109.33,165.92,10.78,45.95,-24.44,-16.67,14.71,40.51,21.17,-45.78
SNLK,2022,-35.56,1.72,-15.25,36,36.03,8.65,-24.38,20.39,12.02,0.98,-11.59,-32.24
SNLK,2023,23.39,28.76,20.81,4.62,-31.73,6.47,16.02,10.48,03.02,-58.33,12.45,-8.04
SOCI,2019,28.24,-4.76,-3.12,12.9,16.57,12.75,-0.87,-12.28,-2.5,6.67,-19.71,2.99
SOCI,2020,-17.44,-27.46,-19.42,46.99,7.38,-6.11,-1.63,7.44,-9.23,1.69,17.5,87.23
SOCI,2021,-32.58,15.73,1.94,-2.86,6.86,-10.55,-0.51,-2.06,-0.53,2.12,01.04,0.51
SOCI,2022,-5.61,9.19,0.99,-5.39,3.63,-5.5,-1.59,3.23,-3.12,6.45,-2.53,-6.22
SOCI,2023,-0.55,-0.56,2.23,-1.64,-0.56,-0.56,6.74,-2.63,18.92,-11.82,-4.12,-1.61
SOFA,2020,,,,,,,-27,-1.37,33.33,11.46,-2.8,3.85
SOFA,2021,-9.26,-2.04,3.12,01.01,-1,08.08,142.99,-56.92,-66.07,39.47,-11.32,-2.13
SOFA,2022,-10.87,-4.88,-2.56,-5.26,-5.56,-11.76,30,-5.13,-18.92,0,-3.33,-3.45
SOFA,2023,-10.71,0,-12,4.55,0,-8.7,0,-4.76,-5,0,0,-10.53
SOHO,2020,,,,,,,,,387.64,-31.83,-17.69,-7.63
SOHO,2021,5.22,0,-3.93,-0.43,1.73,5.94,-0.2,3.92,-3.38,2.5,20.98,2.82
SOHO,2022,0.39,1.95,-0.38,-3.85,-0.4,-0.4,-4.03,-1.68,-1.71,1.74,-5.56,-1.81
SOHO,2023,3.69,-3.56,-4.15,0.48,-3.35,-2.77,-1.22,-0.62,15.15,-4.05,-89.11,-13.79
SONA,2019,0,-0.88,-6.19,7.55,0,-0.88,0,0,0,23.89,-14.29,-0.42
SONA,2020,-11.72,-16.59,13.64,0,0,20,0,-0.42,0,4.6,-5.2,1.27
SONA,2021,-2.08,-7.23,-2.29,3.29,-0.45,-0.91,0,-13.36,-6.81,10.73,13.4,-0.45
SONA,2022,-18.9,-6.98,-18.89,-2.99,24.62,-10.37,0,0,0,9.92,10.28,0
SONA,2023,-11.36,-12.82,-8.82,0,0,0,0,-3.23,-6.67,-7.86,-7.36,-14.64
SOSS,2019,-11.24,11.76,3.24,-8.24,-18.8,5.26,-17.5,4.85,-2.89,8.33,19.78,-8.26
SOSS,2020,-24.5,45.03,-8.68,3.5,-2.9,-7.46,10.22,1.46,-2.4,3.94,-7.11,-1.02
SOSS,2021,-17.01,13.66,8.74,-3.52,0.52,0.52,6.19,-3.4,-2.01,3.59,-6.93,01.06
SOSS,2022,-3.16,6.52,5.1,1.94,-2.86,-3.43,-36.04,22.22,-9.74,81.65,-2.57,-2.03
SOSS,2023,-24.07,11.48,6.37,16.36,-1.78,2.82,-1.96,14,0.88,1.74,-8.55,-9.16
SOTS,2019,-13.24,-15.25,-6,-32.27,66.49,-11.95,4.29,-0.68,-3.45,-2.86,-19.85,4.59
SOTS,2020,6.14,-7.44,-6.25,-5.24,0,-0.5,-2.02,02.06,11.11,2.73,-7.96,-4.81
SOTS,2021,34.34,11.28,15.54,38.01,13.35,-6.92,6.43,-10.19,-2.94,-35.93,-5.41,-2.86
SOTS,2022,-2.21,03.01,-10.95,5.74,9.3,07.09,-6.62,5.67,-2.01,-6.85,24.26,-7.1
SOTS,2023,-7.64,-0.69,-1.39,-2.11,0.72,-4.29,5.22,-13.48,-23.36,-28.88,247.37,-26.41
SOUL,2023,-58.18,-21.74,-8.33,-12.12,-20.69,4.35,8.33,-23.08,0,10,0,0
SPMA,2019,2.42,7.87,1.46,-2.88,3.7,5,10.88,-0.61,7.41,-1.72,-4.09,1.83
SPMA,2020,-11.98,1.36,-19.46,11.67,3.73,-4.32,-5.26,3.17,9.23,-1.41,17.86,-6.06
SPMA,2021,-7.1,9.72,22.78,40.46,11.93,-35.08,-5.56,-1.6,-1.63,1.66,75.27,8.53
SPMA,2022,5.71,-2.03,1.38,-9.52,10.53,-17.01,-3.28,-11.86,-14.23,-0.45,29.5,-13.74
SPMA,2023,1.81,1.98,-3.69,-5.24,-2.13,-7.39,2.82,-1.83,2.79,-23.53,7.1,-3.87
SPTO,2019,-20,22.5,-1.02,-3.09,3.72,15.9,-5.75,0,-7.98,-0.51,-3.59,-10.64
SPTO,2020,1.19,-2.94,-26.67,-15.7,-5.88,3.75,-6.02,0,-8.12,-6.98,23,18.9
SPTO,2021,-19.66,5.53,-4.44,-0.42,-2.54,-0.43,13.54,2.88,-1.87,18.1,7.26,-3.76
SPTO,2022,-1.56,-10.32,-1.77,9.91,-3.28,-3.39,1.75,-4.31,0,3.6,-2.61,-2.68
SPTO,2023,0.92,-0.91,0.92,0.91,0,0.9,5.36,-0.85,0,-3.42,-1.77,0.9
SQMI,2019,2.44,13.49,-9.79,-6.2,-18.18,08.08,-7.01,9.55,12.84,32.52,-15.34,-15.94
SQMI,2020,13.79,2.27,-30.37,8.51,-8.82,-0.54,5.95,-12.76,1.75,10.92,46.11,34.04
SQMI,2021,-20.11,12.58,-12.94,4.73,12.26,-27.59,-28.97,-35.75,-4.35,-9.09,-9,-35.16
SQMI,2022,-15.25,76,-23.86,-8.96,1.64,4.84,6.15,-8.7,19.05,13.33,-3.53,-17.07
SQMI,2023,-5.88,-3.12,6.45,-6.06,-11.29,-1.82,7.41,-12.07,0,5.88,9.26,-6.78
SRAJ,2019,-21.26,9,19.27,-17.69,30.84,10.71,-0.65,-19.48,0.81,28,1.25,-17.28
SRAJ,2020,-24.63,-5.94,3.16,-28.57,-6.43,-0.76,30.77,-22.35,1.52,-0.75,-2.26,56.92
SRAJ,2021,-26.96,19.46,12.36,-15,-5.88,55,35.48,-9.52,-3.95,21.92,20.79,-27.91
SRAJ,2022,-5.81,-4.79,-20.86,-11.82,0,-9.79,6.29,-2.15,-13.19,160.76,60.19,-0.76
SRAJ,2023,-1.53,2.33,-1.52,-1.54,0.78,1.55,0,-0.76,-5.38,-40.81,-23.63,7.91
SRIL,2019,-5.03,3.53,-3.98,-0.59,1.19,-0.59,3.55,-4,-5.36,-10.69,-13.38,5.69
SRIL,2020,-15.38,-9.09,-27.5,11.03,-11.8,32.39,4.26,12.24,-12.73,6.25,15.69,11.02
SRIL,2021,-19.08,14.15,-16.53,-21.29,-8.18,0,0,0,0,0,0,0
SRIL,2022,0,0,0,0,0,0,0,0,0,0,0,0
SRIL,2023,0,0,0,0,0,0,0,0,0,0,0,0
SRSN,2019,4.76,03.03,2.94,5.71,-2.7,2.78,1.35,-6.67,-2.86,1.47,-10.14,9.68
SRSN,2020,-17.65,7.14,-1.67,-10.17,0,3.77,09.09,-6.67,-7.14,5.77,5.45,0
SRSN,2021,-6.9,9.26,11.86,-4.55,-9.52,0,0,-5.26,1.85,-1.82,0,1.85
SRSN,2022,09.09,1.67,-8.2,0,-5.36,-1.89,-1.92,3.92,0,0,-1.89,0
SRSN,2023,-3.85,0,0,0,0,0,8,7.41,-6.9,12.96,14.75,-4.29
SRTG,2019,-1.32,1.33,0.53,-3.14,0.27,-5.39,3.42,-0.55,0,2.49,-2.43,0.28
SRTG,2020,-0.55,-8.33,06.06,-17.43,-2.42,-2.48,0.36,2.17,11.7,4.13,03.05,1.48
SRTG,2021,45.77,12.5,-8.44,15.05,-81.6,61.93,4.53,-13.01,18.07,10.29,2.39,30.84
SRTG,2022,-1.79,-4.36,3.8,33.33,-12.36,-18.18,-2.3,3.53,0.38,-7.17,7.72,-4.53
SRTG,2023,-3.95,-2.88,-15.89,-4.53,-18.21,7.74,-3.59,3.42,5.71,-18.75,14.34,0.31
SSIA,2019,-2.4,20.9,-6.78,22.73,-13.33,23.08,12.5,-10.49,0.69,5.48,-12.34,-2.96
SSIA,2020,0,-1.53,-31.78,-30.91,2.63,25,-3.59,0,14.36,13.02,11.11,6.48
SSIA,2021,-21.74,15.56,-7.31,-6.64,-3.56,0.46,14.22,-2.01,02.05,0,-2.01,-0.82
SSIA,2022,-16.53,-16.34,17.16,-4.55,1.59,1.56,-3.59,-2.66,-2.73,-8.99,-5.56,-10.46
SSIA,2023,55.47,-1.88,-15.79,19.89,4.27,7.73,-1.27,-19.23,3.7,4.59,6.83,-0.91
SSMS,2019,-5.2,-8.02,-2.29,1.88,-5.07,-1.94,0,-9.41,2.19,-13.37,08.02,-3.43
SSMS,2020,-5.33,1.25,15.43,-4.28,-6.7,-6.59,5.13,4.88,-6.98,1.88,-15.34,81.16
SSMS,2021,-24.8,6.38,-4.5,-2.62,-5.91,-5.14,0.6,0,9.58,24.59,03.07,-17.87
SSMS,2022,4.15,11.44,-4.91,0,23.94,-8.33,24.38,-6.64,-7.83,7.34,8.99,-2.97
SSMS,2023,7.82,2.52,4,1.18,-10.82,-20.66,-1.24,2.93,-3.66,-3.38,-11.35,2.96
SSTM,2019,-7.08,-7.14,-2.56,-1.58,6.95,4,15.38,-11.67,11.32,-13.98,18.23,10.42
SSTM,2020,-5.66,0,-4,29.17,-0.81,-18.7,33,-25.71,-15.79,32.21,4.55,-0.87
SSTM,2021,-0.88,-7.96,-10,-2.99,-9.69,-0.98,47.78,25,13.33,4.12,-5.08,-3.57
SSTM,2022,-0.62,-1.86,-2.53,0.65,1.29,0.64,-6.96,0,5.44,2.58,-0.63,0
SSTM,2023,-3.16,-11.76,-11.11,-8.33,-2.73,0,0,0,0,0,0,-6.92
STAA,2022,,,32.5,13.21,22.78,11.76,02.02,6.75,-13.38,-3.43,-7.11,0
STAA,2023,-3.83,0,1.49,-1.96,-9,-3.3,-2.84,-1.17,4.14,-1.14,-1.15,5.81
STAR,2019,-6.98,-1.25,51.9,-17.5,-1.01,0,01.02,02.02,-2.97,01.02,-1.01,56.12
STAR,2020,3.92,-8.81,-4.14,-0.72,0,1.45,0,-6.43,-1.53,-3.88,-9.68,-5.36
STAR,2021,-8.49,-15.46,21.95,-2,04.08,3.92,17.92,21.6,-6.58,07.04,0,-1.97
